sexo;edad;medio_transporte;conducta;modalidad;conducta_especial;arma_medio;nombre_barrio;lugar;bien;categoria_bien;grupo_bien;color;Tapabocas;Capuchas;Gorras;Actitud_nerviosa;llena_vacia;dia_noche;Robo
Hombre;20;Transmilenio;Hurto a persona;Cosquilleo;No;No;El Codito;Estación del Transmilenio;Billetera;Prendas de vestir y accesorios;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;21;Transmilenio;Hurto a persona;Cosquilleo;No;No;La Llanurita;Estación del Transmilenio;Billetera;Prendas de vestir y accesorios;Mercancía;Negro;si;si;si;si;llena;dia;si
Mujer;42;Transmilenio;Hurto a persona;Cosquilleo;No;No;Los Consuelos;Vía pública;Billetera;Prendas de vestir y accesorios;Mercancía;Negro;si;si;si;si;llena;dia;si
Hombre;50;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Antonio Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;37;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Antonio Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;27;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Babilonia;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;24;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Estrella del Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;32;Transmilenio;Hurto a persona;Descuido;De celular;No;Villas del Mediterr�neo;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;si;si;llena;dia;si
Hombre;37;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Bosque de Pinos;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;29;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Torca;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;25;Transmilenio;Hurto a persona;Cosquilleo;No;No;El Refugio de San Antonio;Estación del Transmilenio;Billetera;Prendas de vestir y accesorios;Mercancía;Negro;si;si;si;si;llena;dia;si
Hombre;48;Transmilenio;Hurto a persona;Cosquilleo;No;No;El Verbenal;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;41;Transmilenio;Hurto a persona;Cosquilleo;No;No;La Frontera;Estación del Transmilenio;Billetera;Prendas de vestir y accesorios;Mercancía;Negro;si;si;si;si;llena;dia;si
Mujer;24;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;La Llanurita;Estación del Transmilenio;Celular;Tecnología;Mercancía;Blanco;si;si;si;si;llena;dia;si
Hombre;24;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;San Antonio Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Gris;si;si;si;si;llena;dia;si
Hombre;72;Transmilenio;Hurto a persona;Atraco;Sin dato;Arma de fuego;San Juan Bosco;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;20;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Los Naranjos;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;si;si;llena;dia;si
Hombre;18;Transmilenio;Hurto a persona;Cosquilleo;No;No;San Juan Bosco;Vía pública;Billetera;Prendas de vestir y accesorios;Mercancía;Negro;si;si;si;si;llena;dia;si
Mujer;18;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Los Laureles;Estación del Transmilenio;Celular;Tecnología;Mercancía;Gris;si;si;si;si;llena;dia;si
Hombre;24;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Santandersito;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;si;si;llena;dia;si
Hombre;20;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;San Crist�bal Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;26;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Torcoroma;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;29;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Tober�n;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;25;Transmilenio;Hurto a persona;Cosquilleo;No;No;Santa M�nica;Estación del Transmilenio;Billetera;Prendas de vestir y accesorios;Mercancía;Gris;si;si;si;si;llena;dia;si
Hombre;25;Transmilenio;Hurto a persona;Cosquilleo;No;No;Villas del Mediterr�neo;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;20;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;La Sonora;Estación del Transmilenio;Celular;Tecnología;Mercancía;Blanco;si;si;si;si;llena;dia;si
Hombre;23;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Balcones de Vista;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;67;Transmilenio;Hurto a persona;Cosquilleo;No;No;Buenavista;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;53;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Codito;Estación del Transmilenio;Celular;Tecnología;Mercancía;Gris;si;si;si;si;llena;dia;si
Mujer;40;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;La Estrellita;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;40;Transmilenio;Hurto a persona;Atraco;No;Arma cortopunzante;Los Consuelos;Estación del Transmilenio;Billetera;Prendas de vestir y accesorios;Mercancía;Café;si;si;si;si;llena;dia;si
Hombre;24;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Marant�;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;44;Transmilenio;Hurto a persona;Cosquilleo;No;No;Matur�n;Estación del Transmilenio;Billetera;Prendas de vestir y accesorios;Mercancía;Negro;si;si;si;si;llena;dia;si
Hombre;40;Transmilenio;Hurto a persona;Atraco;No;Arma cortopunzante;San Antonio Norte;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;24;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Granja Norte;Estación del Transmilenio;Billetera;Prendas de vestir y accesorios;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;46;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;San Juan Bosco;Estación del Transmilenio;Celular;Tecnología;Mercancía;Oro;si;si;si;si;llena;dia;si
Mujer;44;Transmilenio;Hurto a persona;Cosquilleo;No;No;Los Naranjos;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;40;Transmilenio;Hurto a persona;Atraco;No;Arma cortopunzante;San Juan Bosco;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;43;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;La Cita;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;si;si;llena;dia;si
Hombre;25;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Antonio Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;25;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Crist�bal Norte;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Villas del Mediterr�neo;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;38;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Cedro Salazar;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;38;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Sonora;Estación del Transmilenio;Billetera;Prendas de vestir y accesorios;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;38;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Canaima;Estación del Transmilenio;Carne;Alimento;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;38;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Balcones de Vista;Estación del Transmilenio;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;44;Transmilenio;Hurto a persona;Cosquilleo;No;No;La Llanurita;Estación del Transmilenio;Billetera;Prendas de vestir y accesorios;Mercancía;Negro;si;si;si;si;llena;dia;si
Mujer;45;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Antonio Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;40;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Juan Bosco;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;18;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Santandersito;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;63;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Torcoroma;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;49;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Canaima;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;si;si;llena;dia;si
Hombre;17;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Buenavista;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;23;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Los Consuelos;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;19;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Marant�;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;30;Transmilenio;Hurto a persona;Descuido;Sin dato;Arma cortopunzante;Los Naranjos;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;58;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Juan Bosco;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;32;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Antonio Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;36;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Torcoroma;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;24;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Cedro Salazar;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;24;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;La Sonora;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;43;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;El Verbenal;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;18;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;La Frontera;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;28;Transmilenio;Hurto a persona;Raponazo;Sin dato;Objeto contundente;Los Consuelos;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;29;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Marant�;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;29;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Matur�n;Estación del Transmilenio;Billetera;Prendas de vestir y accesorios;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;36;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Granja Norte;Estación del Transmilenio;Billetera;Prendas de vestir y accesorios;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;36;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Los Naranjos;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;36;Transmilenio;Hurto a persona;Raponazo;De celular;No;Los Cedros;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;30;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Canaima;Estación del Transmilenio;Billetera;Prendas de vestir y accesorios;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;30;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Torca;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;24;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;La Floresta de La Sabana�;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;20;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Codito;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;57;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;El Refugio de San Antonio;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;18;Transmilenio;Hurto a persona;Atraco;De celular;Arma cortopunzante;La Llanurita;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;si;si;llena;dia;si
Mujer;64;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Matur�n;Estación del Transmilenio;Billetera;Prendas de vestir y accesorios;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;47;Transmilenio;Hurto a persona;Cosquilleo;No;No;La Granja Norte;Vía pública;Billetera;Prendas de vestir y accesorios;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;64;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Juan Bosco;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;26;Transmilenio;Hurto a persona;Cosquilleo;No;No;Los Laureles;Bus de servicio público;Billetera;Prendas de vestir y accesorios;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;60;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Antonio Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Plata;si;si;si;si;llena;dia;si
Hombre;28;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Babilonia;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;46;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Villa Magdala;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;42;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Villas del Mediterr�neo;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;si;si;llena;dia;si
Mujer;38;Transmilenio;Hurto a persona;Descuido;De celular;No;Bosque de Pinos;Estación del Transmilenio;Celular;Tecnología;Mercancía;Blanco;si;si;si;si;llena;dia;si
Mujer;40;Transmilenio;Hurto a persona;Atraco;De celular;No;La Sonora;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;55;Transmilenio;Hurto a persona;Cosquilleo;No;No;Balcones de Vista;Bus de servicio público;Billetera;Prendas de vestir y accesorios;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;30;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;La Estrellita;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;si;si;llena;dia;si
Mujer;21;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Los Consuelos;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;47;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Juan Bosco;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;si;si;llena;dia;si
Hombre;25;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;El Redil;Estación del Transmilenio;Celular;Tecnología;Mercancía;Blanco;si;si;si;si;llena;dia;si
Mujer;45;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Cita;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;45;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Santandersito;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;35;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;San Crist�bal Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Blanco;si;si;si;si;llena;dia;si
Hombre;30;Transmilenio;Hurto a persona;Cosquilleo;No;No;Villa Magdala;Estación del Transmilenio;Billetera;Prendas de vestir y accesorios;Mercancía;Negro;si;si;si;si;llena;dia;si
Mujer;48;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Bosque de Pinos;Estación del Transmilenio;Celular;Tecnología;Mercancía;Blanco;si;si;si;si;llena;dia;si
Hombre;23;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Canaima;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;si;si;llena;dia;si
Hombre;46;Transmilenio;Hurto a persona;Atraco;De celular;No;Altos de Serrezuela;Estación del Transmilenio;Celular;Tecnología;Mercancía;Blanco;si;si;si;si;llena;dia;si
Mujer;38;Transmilenio;Hurto a persona;Descuido;Sin dato;No;La Llanurita;Estación del Transmilenio;Billetera;Prendas de vestir y accesorios;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;38;Transmilenio;Hurto a persona;Descuido;Sin dato;No;Matur�n;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;63;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;Objeto contundente;San Juan Bosco;Estación del Transmilenio;Billetera;Prendas de vestir y accesorios;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;21;Transmilenio;Hurto a persona;Cosquilleo;No;No;Antonio Norte;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;21;Transmilenio;Hurto a persona;Cosquilleo;No;No;San Crist�bal Norte;Estación del Transmilenio;Billetera;Prendas de vestir y accesorios;Mercancía;Café;si;si;si;si;llena;dia;si
Mujer;25;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Santa Teresa;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;25;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Torcoroma;Estación del Transmilenio;Celular;Tecnología;Mercancía;Gris;si;si;si;si;llena;dia;si
Mujer;25;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;El Tober�n;Estación del Transmilenio;Billetera;Prendas de vestir y accesorios;Mercancía;Negro;si;si;si;si;llena;dia;si
Mujer;32;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Babilonia;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;32;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Estrella del Norte;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;36;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;Objeto contundente;Santa M�nica;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;si;si;llena;dia;si
Hombre;35;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Villa Magdala;Estación del Transmilenio;Celular;Tecnología;Mercancía;Blanco;si;si;si;si;llena;dia;si
Hombre;35;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Torca;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;si;si;llena;dia;si
Hombre;51;Transmilenio;Hurto a persona;Cosquilleo;No;No;Buenavista;Estación del Transmilenio;Billetera;Prendas de vestir y accesorios;Mercancía;Negro;si;si;si;si;llena;dia;si
Hombre;48;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Matur�n;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;llena;dia;si
